Code,Name,Description,Prerequisites,Instructors,Meet Times,Credit Hours,Department
EGN4912,Engineering Directed Independent Research: Dr. Ranga Narayanan,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Ranga Narayanan,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Fan Ren,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Fan Ren,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Mark Orazem,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Mark Orazem,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Juan Restrepo-Florez,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Juan Manuel Restrepo Florez,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Carlos Rinaldi-Ramos,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Carlos Rinaldi-Ramos,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Janani Sampath,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Janani Sampath,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Spyros Svoronos,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Spyros Svoronos,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Sergey Vasenkov,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Sergey Vasenkov,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Jason Weaver,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Jason Weaver,[],VAR,Chemical Engineering
EGN4912,Engineering Directed Independent Research: Dr. Kirk Ziegler,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",Prereq: Department permission.,Kirk Ziegler,[],VAR,Chemical Engineering
EGN5949,Practicum/Internship/Cooperative Work Experience,Practical cooperative engineering work under approved industrial and faculty supervision.,Prereq: graduate student.,Mark Orazem,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Travis Anderson,Course will provide the student with supervised research in a laboratory setting.,,Travis Anderson,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Jason Butler,Course will provide the student with supervised research in a laboratory setting.,,Jason Butler,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Won Tae Choi,Course will provide the student with supervised research in a laboratory setting.,,Won Tae Choi,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Henry Chu,Course will provide the student with supervised research in a laboratory setting.,,Henry C. W. Chu,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Carl Denard,Course will provide the student with supervised research in a laboratory setting.,,Carl Andre Denard,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Richard Dickinson,Course will provide the student with supervised research in a laboratory setting.,,Richard Dickinson,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Helena Hagelin-Weaver,Course will provide the student with supervised research in a laboratory setting.,,Helena Hagelin Weaver,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Piyush Jain,Course will provide the student with supervised research in a laboratory setting.,,Piyush Jain,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Yeongseon Jang,Course will provide the student with supervised research in a laboratory setting.,,Yeongseon Jang,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Peng Jiang,Course will provide the student with supervised research in a laboratory setting.,,Peng Jiang,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Dmitry Kopelevich,Course will provide the student with supervised research in a laboratory setting.,,Dmitry Kopelevich,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Anthony Ladd,Course will provide the student with supervised research in a laboratory setting.,,Anthony Ladd,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Joshua Moon,Course will provide the student with supervised research in a laboratory setting.,,Joshua Moon,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Ranga Narayanan,Course will provide the student with supervised research in a laboratory setting.,,Ranga Narayanan,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Mark Orazem,Course will provide the student with supervised research in a laboratory setting.,,Mark Orazem,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Fan Ren,Course will provide the student with supervised research in a laboratory setting.,,Fan Ren,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Juan Restrepo-Florez,Course will provide the student with supervised research in a laboratory setting.,,Juan Manuel Restrepo Florez,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Carlos Rinaldi-Ramos,Course will provide the student with supervised research in a laboratory setting.,,Carlos Rinaldi-Ramos,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. JananI Sampath,Course will provide the student with supervised research in a laboratory setting.,,Janani Sampath,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Whitney Stoppel,Course will provide the student with supervised research in a laboratory setting.,,Whitney Stoppel,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Sergey Vasenkov,Course will provide the student with supervised research in a laboratory setting.,,Sergey Vasenkov,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Jason Weaver,Course will provide the student with supervised research in a laboratory setting.,,Jason Weaver,[],VAR,Chemical Engineering
EGN6913,Engineering Graduate Research: Dr. Kirk Ziegler,Course will provide the student with supervised research in a laboratory setting.,,Kirk Ziegler,[],VAR,Chemical Engineering
CAI6307,Natural Language Processing,"Covers concepts in natural language processing ranging from shallow bag-of words to richer representations and formalisms, for applications such as translation, generation, extraction, summarization, and dialogue. Classic and state-of-the-art techniques and remaining challenges are discussed, as well as recent proposals for meeting those challenges (both symbolic and machine learning approaches). Intended for graduate students doing research related to natural language processing.","Prereq: Proficiency in programming (Python recommended) & familiarity with
introductory machine learning or artificial intelligence is a plus.",Bonnie Dorr,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '7:05 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '11', 'meetBuilding': 'LIT', 'meetBldgCode': '0655', 'meetRoom': '0101'}]",3,Computer & Information Science & Engineering
CAP3027,Introduction to Computational Media,"Examines the tools, technologies, and programming techniques used to make visually-oriented applications. Topics include the foundational elements of both 2D and 3D graphics, content creation tools, and the intersection of art and computing.",Prereq: COP 3504 or COP 3503.,JJ Marin,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'RNK', 'meetBldgCode': '0272', 'meetRoom': '0110'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'RNK', 'meetBldgCode': '0272', 'meetRoom': '0110'}]",3,Computer & Information Science & Engineering
CAP3220,Introduction to Computer-Aided Modeling,"Introduces topics related to computer-aided modeling. Polygonal mesh, NURBS and subdivision surface meshes. Materials and shading networks. Lighting, shadows and rendering.",Prereq: MAC 1147 or equivalent.,Rachel West,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E231'}]",3,Computer & Information Science & Engineering
CAP4410,Computer Vision,"Introduction to computer vision and is intended for senior level undergraduate students who want to delve into this exciting and challenging sub-field of AI. Learn the basics of computer vision starting with how camera images are formed and how algorithms can take images in digital form and manipulate them to infer the content of the image, track objects in videos for surveillance applications, or perform morphometric analysis.","Prereq: (COT 4501 or MAD 4401 B) and COT 3100, all with minimum grades of B.",Baba Vemuri,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}]",3,Computer & Information Science & Engineering
CAP4641,Natural Language Processing,"Introduction to the essential concepts, principles, and techniques of Natural Language Processing (NLP). Practical application and theoretical concepts are examined. Topics include information extraction, language construction, grammars, disambiguation, as well as system modeling, classification, and evaluation.",Prereq: COP 3530.,Bonnie Dorr,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '7:05 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '11', 'meetBuilding': 'LIT', 'meetBldgCode': '0655', 'meetRoom': '0101'}]",3,Computer & Information Science & Engineering
CAP5416,Computer Vision,"Introduction to image formation and analysis. Monocular imaging system projections, camera model calibration, and binocular imaging. Low-level vision techniques, segmentation and representation techniques, and high-level vision.","Prereq: PrerequisitesMAC 2312 or equivalent, COT 4501 or equivalent and Proficiency in MATLAB or C++ or Java. Course instructor will determine equivalency.",Baba Vemuri,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}]",3,Computer & Information Science & Engineering
CAP5510,Bioinformatics,"Basic concepts of molecular biology and computer science. Sequence comparison and assembly, physical mapping of DNA, phylogenetic trees, genome rearrangements, gene identification, biomolecular cryptology, and molecular structure prediction.",Prereq: CIS 3020 or equivalent.,Tamer Kahveci,"[{'meetNo': 2, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E119'}]",3,Computer & Information Science & Engineering
CAP5705,Computer Graphics,"Display device characteristics; system considerations, display algorithms. Curve and surface generation. Lighting models and image rendering.",Prereq: COP 3530.,Alireza Entezari,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0220'}]",3,Computer & Information Science & Engineering
CAP5771,Introduction to Data Science,"Introducing the basics of data science including programming for data analytics, file management, relational databases, classification, clustering and regression. The foundation is laid for big data applications ranging from social networks to medical and business informatics.",Prereq: COP 3530 Data Structures and Algorithms or equivalent.,Zhe Jiang,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L007'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L007'}]",3,Computer & Information Science & Engineering
CAP6617,Advanced Machine Learning,"Advanced concepts in developing computer programs that learn and improve with experience. Emphasis on methods based on probability, statistics, and optimization.",Prereq: CAP 6610.,Kejun Huang,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '3:00 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '8', 'meetPeriodEnd': '9', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}]",3,Computer & Information Science & Engineering
CDA3101,Introduction to Computer Organization,"Organization of computing systems. Logical basis of computer structure. Machine representation of instructions and data, flow of control, and basic machine instructions. Assembly language programming.",Prereq: (COP 3504 or COP 3503) and (MAC 2233 or MAC 2311 or MAC 3472) and COT 3100.,Cheryl Resch,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '4:05 PM', 'meetTimeEnd': '4:55 PM', 'meetPeriodBegin': '9', 'meetPeriodEnd': '9', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L007'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1084'}]",3,Computer & Information Science & Engineering
CDA4102,Computer Architecture,"Introduces computer architecture and system organization including virtual memory supports cache, pipeline, vector processing, multiprocessor and RISC architecture.",Prereq: CDA 3101 and COP 3530.,Prabhat Mishra,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}]",3,Computer & Information Science & Engineering
CDA4324C,Cyber-physical System Security,"Covers foundational concepts of cyber-physical system security. In particular, hardware and software threats and mitigation strategies of integrating sensing and actuation, AI computation, infrastructure control, and networking. Students will analyze research papers, write technical essays, present security research problems, conduct hands-on testing, and learn the challenges of building secure systems.",Prereq: COP 3530.,Sara Rampazzi,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L011'}]",3,Computer & Information Science & Engineering
CDA5155,Computer Architecture Principles,"Fundamental design issues of processor and computer architecture, a variety of design approaches for CPU, memory, and system structure.","Prereq: CDA 3101, COP 3530, and COP 4600.",Prabhat Mishra,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'MCCA', 'meetBldgCode': '0495', 'meetRoom': 'G186'}]",3,Computer & Information Science & Engineering
CDA6325C,Cyber-physical System Security,"Covers foundational concepts of cyber-physical system security. In particular, hardware and software threats and mitigation strategies of integrating sensing and actuation, AI computation, infrastructure control, and networking. Students will analyze research papers, write technical essays, present security research problems, conduct hands-on testing, and learn the
challenges of building secure systems.","Prereq: Basic proficiency with programming is required (e.g., Python, C++).",Sara Rampazzi,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L011'}]",3,Computer & Information Science & Engineering
CEN3031,Introduction to Software Engineering,"Topics include software planning, specifications, coding, testing and maintenance. Gain experience in the team approach to large system development.",Prereq: COP 3530.,Neha Rani,"[{'meetNo': 1, 'meetDays': ['W'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 3, 'meetDays': ['F'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'CAR', 'meetBldgCode': '0022', 'meetRoom': '0100'}, {'meetNo': 4, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '2001'}]",3,Computer & Information Science & Engineering
CEN4721,Human-Computer Interaction,"Studies the major topics in the study, planning and design of the interaction between people and computers. Topics include interface design (principles, theories and guidelines), virtual environments, interactive devices and collaboration.",Prereq: COP 3530.,Jaime Ruiz,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'LIT', 'meetBldgCode': '0655', 'meetRoom': '0101'}]",3,Computer & Information Science & Engineering
CEN4722,User Experience Design,"Introduces methods and tools used in User Experience Design (UXD): the early stages of software design focused on meeting user needs. Key concepts include user research, contextual design, design thinking, ideation, iterative design, prototyping, and design documentation. Projects utilize software tools used in the industry.",Prereq: COP 3530.,Christina Mccune,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}]",3,Computer & Information Science & Engineering
CEN5728,User Experience Design,"Introduces methods and tools used in User Experience Design (UXD): the early stages of software design focused on meeting user needs. Key concepts include user research, contextual design, design thinking, ideation, iterative design, prototyping, and design documentation. Software tools used in industry are used in class projects.",Prereq: COP 3530 or equivalent.,Sharon Lynn Chu Yew Yee,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '11:45 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '5', 'meetPeriodEnd': '5', 'meetBuilding': 'MALA', 'meetBldgCode': '1024', 'meetRoom': '1000'}]",3,Computer & Information Science & Engineering
CGS4144,Introduction to Bioinformatic Algorithms,"Uses Compeau and Pevzner’s active learning approach from their textbook, Bioinformatics Algorithms, to cover fundamental topics in genomics, machine learning, and biological data science, striking a unique balance between practical challenges in modern biology and fundamental algorithmic ideas.","Prereq: COT 3100 with minimum grade of C and COP 3503C with minimum grade
of C or COP 3504C with minimum grade of C.",Kiley Graim,"[{'meetNo': 2, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0260'}]",3,Computer & Information Science & Engineering
CIS4301,Information and Database Systems 1,"First part of a two-course sequence that studies the essential concepts, principles and techniques of modern database systems. Topics include modeling and querying of data using conceptual data models as well as the development of a database application.",Prereq: (COP 3504 or COP 3503) and COT 3100.,Mohammad Al-Saad,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L007'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L007'}]",3,Computer & Information Science & Engineering
CIS4715,CS Teaching & Learning,"Covers basic pedagogy, especially as it relates to computer science and engineering, and covers three fundamental elements in education: learning environment, educational theory, and educational practice as approached to engineering-specific training.",Prereq: COP 3502 or COP 3504C.,Jeremiah Blanchard,"[{'meetNo': 1, 'meetDays': ['R'], 'meetTimeBegin': '7:20 PM', 'meetTimeEnd': '8:10 PM', 'meetPeriodBegin': 'E1', 'meetPeriodEnd': 'E1', 'meetBuilding': '', 'meetBldgCode': 'WEB', 'meetRoom': ''}]",VAR,Computer & Information Science & Engineering
CIS4905,Individual Study in CISE,Problems in different areas of computer science.,Prereq: COP 3502C with a minimum grade of C.,Peter Dobbins,[],VAR,Computer & Information Science & Engineering
CIS4914,Senior Project,"Involves completing a significant CISE-related project. Coordinate with the instructor and a project advisor, prepare a detailed technical report and deliver an oral presentation.",Prereq: senior CISE standing or higher and approved project proposal.,Sanethia Thomas,[],3,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Enterprise Software Eng.,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Audrey Simonne,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '5:10 PM', 'meetTimeEnd': '6:00 PM', 'meetPeriodBegin': '10', 'meetPeriodEnd': '10', 'meetBuilding': '', 'meetBldgCode': 'WEB', 'meetRoom': ''}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Intro Neural Interfaces,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Marvin Andujar,"[{'meetNo': 1, 'meetDays': ['M'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['W'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '7', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Computer Graphics,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Alireza Entezari,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'FLG', 'meetBldgCode': '0021', 'meetRoom': '0220'}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Intro to Virtual Reality,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Alexandre Gomes de Siqueira,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'A101'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'A101'}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Full Stack IoT Dev,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Jean Louis,"[{'meetNo': 1, 'meetDays': ['M', 'W', 'F'], 'meetTimeBegin': '12:50 PM', 'meetTimeEnd': '1:40 PM', 'meetPeriodBegin': '6', 'meetPeriodEnd': '6', 'meetBuilding': 'TUR', 'meetBldgCode': '0267', 'meetRoom': 'L011'}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Sec & Priv At Risk Populations,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Kevin Butler,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '11:30 AM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '4', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E119'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '10:40 AM', 'meetTimeEnd': '12:35 PM', 'meetPeriodBegin': '4', 'meetPeriodEnd': '5', 'meetBuilding': 'CSE', 'meetBldgCode': '0042', 'meetRoom': 'E119'}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Adversarial Cyber Tradecraft,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Cheryl Resch,"[{'meetNo': 5, 'meetDays': ['M'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '2:45 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '7', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1070'}, {'meetNo': 6, 'meetDays': ['W'], 'meetTimeBegin': '1:55 PM', 'meetTimeEnd': '3:50 PM', 'meetPeriodBegin': '7', 'meetPeriodEnd': '8', 'meetBuilding': 'WEIM', 'meetBldgCode': '0030', 'meetRoom': '1084'}]",VAR,Computer & Information Science & Engineering
CIS4930,Special Topics in CISE: Intro to Machine Learning,Variable content provides an opportunity for in-depth study of topics not offered elsewhere and of topics of current significance.,Prereq: COP 3503C or COP 3504C or instructor permission.,Mohammad Al-Saad,"[{'meetNo': 1, 'meetDays': ['T'], 'meetTimeBegin': '8:30 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '2', 'meetPeriodEnd': '3', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}, {'meetNo': 2, 'meetDays': ['R'], 'meetTimeBegin': '9:35 AM', 'meetTimeEnd': '10:25 AM', 'meetPeriodBegin': '3', 'meetPeriodEnd': '3', 'meetBuilding': 'WM', 'meetBldgCode': '0100', 'meetRoom': '0100'}]",VAR,Computer & Information Science & Engineering
